    Coord1     Coord2      Energy(Hartree)     Energy(kcal/mol)   Relative(kcal/mol)
      2.35       3.10         -2184.898896      -1371044.756972            36.668516
      2.35       3.05         -2184.899158      -1371044.921380            36.504109
      2.35       3.00         -2184.899251      -1371044.979738            36.445750
      2.35       2.95         -2184.899023      -1371044.836666            36.588822
      2.35       2.90         -2184.899052      -1371044.854864            36.570625
      2.35       2.85         -2184.898880      -1371044.746932            36.678556
      2.35       2.80         -2184.898396      -1371044.443217            36.982271
      2.35       2.75         -2184.897998      -1371044.193469            37.232020
      2.35       2.70         -2184.897451      -1371043.850221            37.575267
      2.35       2.65         -2184.896689      -1371043.372059            38.053430
      2.35       2.60         -2184.895632      -1371042.708781            38.716707
      2.35       2.55         -2184.894770      -1371042.167868            39.257620
      2.35       2.50         -2184.893507      -1371041.375324            40.050165
      2.35       2.45         -2184.892224      -1371040.570229            40.855259
      2.35       2.40         -2184.891045      -1371039.830395            41.595093
      2.35       2.35         -2184.889562      -1371038.899799            42.525690
      2.35       2.30         -2184.888505      -1371038.236521            43.188967
      2.35       2.25         -2184.887274      -1371037.464057            43.961431
      2.35       2.20         -2184.886419      -1371036.927536            44.497952
      2.35       2.15         -2184.885725      -1371036.492045            44.933443
      2.35       2.10         -2184.885864      -1371036.579269            44.846220
      2.35       2.05         -2184.886251      -1371036.822115            44.603373
      2.35       2.00         -2184.887569      -1371037.649172            43.776316
      2.35       1.95         -2184.889104      -1371038.612399            42.813089
      2.35       1.90         -2184.891424      -1371040.068221            41.357267
      2.35       1.85         -2184.893797      -1371041.557301            39.868187
      2.35       1.80         -2184.896696      -1371043.376451            38.049037
      2.35       1.75         -2184.899335      -1371045.032449            36.393039
      2.35       1.70         -2184.901708      -1371046.521529            34.903959
      2.35       1.65         -2184.903757      -1371047.807296            33.618193
      2.35       1.60         -2184.906693      -1371049.649664            31.775825
      2.35       1.55         -2184.906294      -1371049.399287            32.026201
      2.35       1.50         -2184.903857      -1371047.870047            33.555442
      2.30       3.95         -2184.888915      -1371038.493800            42.931688
      2.30       3.90         -2184.889383      -1371038.787475            42.638014
      2.30       3.85         -2184.889489      -1371038.853991            42.571498
      2.30       3.80         -2184.889974      -1371039.158333            42.267156
      2.30       3.75         -2184.890389      -1371039.418749            42.006739
      2.30       3.70         -2184.890719      -1371039.625827            41.799661
      2.30       3.65         -2184.890948      -1371039.769527            41.655961
      2.30       3.60         -2184.891300      -1371039.990410            41.435078
      2.30       3.55         -2184.891346      -1371040.019276            41.406213
      2.30       3.50         -2184.891847      -1371040.333658            41.091830
      2.30       3.45         -2184.891985      -1371040.420254            41.005234
      2.30       3.40         -2184.893079      -1371041.106750            40.318739
      2.30       3.35         -2184.893518      -1371041.382226            40.043262
      2.30       3.30         -2184.893828      -1371041.576754            39.848734
      2.30       3.25         -2184.894145      -1371041.775675            39.649814
      2.30       3.20         -2184.894177      -1371041.795755            39.629733
